VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
1,2019-04-14 04:52:02,2019-04-14 05:04:11,N,1,97,225,1,2.80,11.5,0.5,0.5,0,0,,0.3,12.8,1,1,0
1,2019-04-25 07:50:46,2019-04-25 08:26:07,N,1,49,100,1,5.70,25.5,2.75,0.5,0,0,,0.3,29.05,1,1,2.75
2,2019-04-20 14:32:44,2019-04-20 14:40:15,N,1,7,260,2,1.00,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,2019-04-03 00:27:53,2019-04-03 00:44:50,N,1,112,198,1,4.10,15.5,0.5,0.5,0,0,,0.3,16.8,2,1,0
2,2019-04-14 13:53:35,2019-04-14 14:00:48,N,1,89,165,1,.86,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-04-15 19:18:51,2019-04-15 19:28:40,N,1,82,56,1,1.57,8,1,0.5,0,0,,0.3,9.8,2,1,0
2,2019-04-01 10:41:06,2019-04-01 10:53:43,N,1,66,88,1,2.86,12,0,0.5,3.11,0,,0.3,18.66,1,1,2.75
1,2019-04-16 08:16:09,2019-04-16 08:29:19,N,1,116,244,1,1.80,10.5,0,0.5,1.13,0,,0.3,12.43,1,1,0
2,2019-04-28 18:20:25,2019-04-28 18:31:54,N,1,181,133,1,2.73,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2019-04-12 15:49:54,2019-04-12 16:15:22,N,1,75,116,1,3.34,17.5,0,0.5,3,0,,0.3,21.3,1,1,0
2,2019-04-17 06:26:22,2019-04-17 06:44:53,N,1,235,242,1,4.29,16.5,0,0.5,0,0,,0.3,17.3,1,1,0
2,2019-04-07 20:29:00,2019-04-07 20:33:08,N,1,166,116,1,.73,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-14 10:02:09,2019-04-14 10:05:53,N,1,41,43,1,.91,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-11 14:30:43,2019-04-11 15:03:30,N,1,244,20,2,4.81,21,0,0.5,0,0,,0.3,21.8,2,1,0
2,2019-04-04 08:15:01,2019-04-04 08:29:20,N,1,75,24,5,1.66,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2019-04-07 06:41:54,2019-04-07 06:51:40,N,1,188,71,1,2.14,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2019-04-04 17:37:45,2019-04-04 17:40:32,N,1,235,235,2,.49,-4,-1,-0.5,0,0,,-0.3,-5.8,4,1,0
2,2019-04-10 20:15:45,2019-04-10 20:22:52,N,1,92,92,1,.99,6.5,0.5,0.5,2.34,0,,0.3,10.14,1,1,0
2,2019-04-04 20:03:19,2019-04-04 20:11:31,N,1,33,97,1,1.23,7,0.5,0.5,1.66,0,,0.3,9.96,1,1,0
2,2019-04-21 17:20:25,2019-04-21 17:29:07,N,1,179,7,1,1.21,7,0,0.5,0,0,,0.3,7.8,2,1,0
1,2019-04-23 19:41:14,2019-04-23 19:49:58,Y,1,65,17,1,1.50,8,1,0.5,0,0,,0.3,9.8,2,1,0
2,2019-04-27 02:08:11,2019-04-27 02:12:53,N,1,255,256,5,.92,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,0
2,2019-04-06 02:48:33,2019-04-06 03:04:42,N,1,41,137,1,6.27,20.5,0.5,0.5,4.91,0,,0.3,29.46,1,1,2.75
2,2019-04-27 18:19:25,2019-04-27 18:27:22,N,1,129,260,6,.88,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2019-04-17 10:02:09,2019-04-17 10:35:32,N,1,80,17,1,2.19,20,0,0.5,0,0,,0.3,20.8,1,1,0
2,2019-04-15 13:46:16,2019-04-15 14:08:28,N,1,242,250,1,2.11,14.5,0,0.5,0,0,,0.3,15.3,1,1,0
2,2019-04-07 06:45:02,2019-04-07 06:51:54,N,1,75,162,1,2.76,9.5,0,0.5,0,0,,0.3,13.05,1,1,2.75
2,2019-04-30 14:42:32,2019-04-30 15:04:04,N,1,33,107,1,3.75,17,0,0.5,4.11,0,,0.3,24.66,1,1,2.75
2,2019-04-16 11:36:56,2019-04-16 11:45:57,N,1,97,25,2,1.17,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2019-04-16 18:30:58,2019-04-16 18:47:34,N,1,10,215,1,1.84,12,1,0.5,0,0,,0.3,13.8,1,1,0
2,2019-04-06 20:35:48,2019-04-06 20:42:22,N,1,129,129,1,.64,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-04-09 18:56:42,2019-04-09 19:07:12,N,1,223,223,1,.73,8,1,0.5,2.45,0,,0.3,12.25,1,1,0
2,2019-04-17 15:05:05,2019-04-17 15:33:20,N,1,82,171,1,5.69,22,0,0.5,5.7,0,,0.3,28.5,1,1,0
2,2019-04-13 08:21:13,2019-04-13 08:38:46,N,1,49,255,1,3.38,14,0,0.5,2.22,0,,0.3,18.97,1,1,0
1,2019-04-20 10:03:54,2019-04-20 10:14:42,N,5,167,159,1,2.10,0,0,0,0,0,,0,0,2,2,0
2,2019-04-05 19:16:15,2019-04-05 19:28:13,N,1,7,223,1,1.97,10,1,0.5,2.36,0,,0.3,14.16,1,1,0
2,2019-04-13 18:00:26,2019-04-13 18:07:09,N,1,41,42,1,.83,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,2019-04-17 21:55:08,2019-04-17 22:04:32,N,1,129,226,1,2.61,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,0
1,2019-04-24 21:26:23,2019-04-24 21:34:21,N,1,181,228,1,1.70,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,2019-04-25 08:56:48,2019-04-25 09:02:16,N,1,41,166,1,1.03,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-04 00:24:34,2019-04-04 00:26:38,N,1,42,42,1,.58,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2019-04-18 18:10:11,2019-04-18 18:28:51,N,1,244,239,1,5.18,18.5,1,0.5,3.46,0,,0.3,26.51,1,1,2.75
2,2019-04-29 21:10:00,2019-04-29 21:19:21,N,1,49,25,1,1.73,8.5,0.5,0.5,2.94,0,,0.3,12.74,1,1,0
2,2019-04-07 20:36:48,2019-04-07 21:20:02,N,1,188,247,5,18.88,53.5,0.5,0.5,0,6.12,,0.3,60.92,1,1,0
2,2019-04-11 15:04:12,2019-04-11 16:26:24,N,1,18,14,1,26.20,80.5,0,0.5,0,8.92,,0.3,90.22,1,1,0
2,2019-04-01 04:35:59,2019-04-01 04:44:46,N,1,244,239,1,4.54,14,0.5,0.5,3.61,0,,0.3,21.66,1,1,2.75
2,2019-04-27 15:47:57,2019-04-27 16:05:14,N,1,97,225,1,2.67,13.5,0,0.5,2.86,0,,0.3,17.16,1,1,0
1,2019-04-17 12:29:13,2019-04-17 12:47:07,N,1,244,41,1,2.90,14,0,0.5,0,0,,0.3,14.8,2,1,0
1,2019-04-24 12:01:20,2019-04-24 12:46:43,N,1,65,164,1,4.50,29,2.75,0.5,0,0,,0.3,32.55,1,1,2.75
1,2019-04-17 20:56:53,2019-04-17 21:03:29,N,1,74,42,1,.80,6,0.5,0.5,2.15,0,,0.3,9.45,1,1,0
2,2019-04-01 09:36:07,2019-04-01 09:43:37,N,1,41,42,1,1.04,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2019-04-08 15:41:38,2019-04-08 15:48:39,N,1,97,181,5,.81,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2019-04-11 17:13:45,2019-04-11 17:24:29,N,1,95,95,1,1.33,8.5,1,0.5,0,0,,0.3,10.3,2,1,0
2,2019-04-04 21:13:03,2019-04-04 21:26:39,N,1,75,143,1,2.80,12,0.5,0.5,3.21,0,,0.3,19.26,1,1,2.75
2,2019-04-30 14:45:29,2019-04-30 15:04:48,N,1,75,43,1,1.14,12.5,0,0.5,3.21,0,,0.3,19.26,1,1,2.75
1,2019-04-24 19:19:27,2019-04-24 19:34:39,N,1,97,62,1,2.70,12,1,0.5,0,0,,0.3,13.8,2,1,0
2,2019-04-11 19:32:31,2019-04-11 19:51:46,N,5,69,18,1,4.44,13,0,0,0,0,,0,13,2,2,0
2,2019-04-21 01:27:25,2019-04-21 01:30:15,N,1,41,42,1,.65,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-23 22:22:47,2019-04-23 22:31:48,N,1,138,223,1,2.83,10.5,0.5,0.5,3.54,0,,0.3,15.34,1,1,0
2,2019-04-06 08:16:24,2019-04-06 08:23:30,N,1,212,208,1,1.86,8,0,0.5,0,0,,0.3,8.8,1,1,0
2,2019-04-16 13:46:34,2019-04-16 14:02:21,N,1,95,121,2,2.69,12,0,0.5,0,0,,0.3,12.8,2,1,0
1,2019-04-27 20:27:16,2019-04-27 20:31:50,N,1,260,260,1,.60,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
1,2019-04-29 18:06:14,2019-04-29 18:23:05,N,1,189,217,1,2.50,12.5,1,0.5,0,0,,0.3,14.3,2,1,0
2,2019-04-18 10:17:29,2019-04-18 10:28:19,N,1,91,39,1,2.18,9.5,0,0.5,0,0,,0.3,10.3,1,1,0
2,2019-04-04 09:29:15,2019-04-04 09:44:14,N,1,74,263,2,2.40,11.5,0,0.5,3.76,0,,0.3,18.81,1,1,2.75
2,2019-04-26 18:21:04,2019-04-26 18:24:54,N,1,82,83,1,.46,4.5,1,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-19 10:08:09,2019-04-19 10:18:15,N,1,41,151,1,1.81,9,0,0.5,1,0,,0.3,10.8,1,1,0
2,2019-04-30 08:06:42,2019-04-30 08:15:28,N,1,82,129,2,1.12,7,0,0.5,1,0,,0.3,10.75,1,1,0
2,2019-04-09 07:26:28,2019-04-09 07:47:22,N,1,145,163,2,3.76,16.5,0,0.5,0,0,,0.3,20.05,2,1,2.75
2,2019-04-21 00:47:47,2019-04-21 00:53:54,N,1,7,179,1,1.23,6,0.5,0.5,1.17,0,,0.3,8.47,1,1,0
2,2019-04-30 09:46:43,2019-04-30 09:56:00,N,1,74,166,1,1.50,8,0,0.5,2.2,0,,0.3,11,1,1,0
2,2019-04-15 17:27:28,2019-04-15 17:31:37,N,1,75,75,2,.75,5,1,0.5,2.04,0,,0.3,8.84,1,1,0
2,2019-04-10 22:39:49,2019-04-10 22:45:12,N,1,255,256,1,1.02,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1,0
2,2019-04-24 21:32:25,2019-04-24 21:41:09,N,1,146,145,1,1.92,9,0.5,0.5,2.06,0,,0.3,12.36,1,1,0
2,2019-04-05 07:49:36,2019-04-05 07:53:32,N,1,74,74,1,.68,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-10 14:16:09,2019-04-10 14:39:44,N,1,260,255,1,5.47,20,1,0.5,0,0,,0.3,21.8,2,1,0
2,2019-04-26 12:54:26,2019-04-26 13:06:41,N,1,41,127,1,4.43,15,0,0.5,1,0,,0.3,16.8,1,1,0
2,2019-04-02 13:55:23,2019-04-02 14:02:40,N,1,82,157,2,2.22,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2019-04-01 00:16:14,2019-04-01 00:19:46,N,1,210,29,1,1.00,5.5,0.5,0.5,0,0,,0.3,6.8,1,1,0
1,2019-04-10 06:42:13,2019-04-10 07:52:18,N,1,71,97,1,.00,37.5,0,0.5,0,0,,0.3,38.3,1,1,0
2,2019-04-15 12:51:50,2019-04-15 13:11:29,N,1,82,129,1,1.48,13,0,0.5,0,0,,0.3,13.8,1,1,0
2,2019-04-20 12:08:00,2019-04-20 12:18:48,N,1,116,151,1,2.07,10,0,0.5,2.16,0,,0.3,12.96,1,1,0
2,2019-04-22 18:10:02,2019-04-22 18:14:44,N,1,95,95,1,.88,5.5,1,0.5,0,0,,0.3,7.3,1,1,0
2,2019-04-27 23:52:48,2019-04-28 00:06:43,N,1,74,141,1,2.99,12.5,0.5,0.5,3.31,0,,0.3,19.86,1,1,2.75
2,2019-04-15 11:49:20,2019-04-15 12:29:20,N,1,182,75,1,7.10,29.5,0,0.5,0,0,,0.3,30.3,1,1,0
2,2019-04-17 09:27:59,2019-04-17 09:32:20,N,1,145,145,1,.77,5,0,0.5,0.75,0,,0.3,6.55,1,1,0
2,2019-04-04 14:08:44,2019-04-04 14:21:37,N,1,97,49,1,1.99,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2019-04-29 15:56:11,2019-04-29 16:55:00,N,1,37,86,2,14.71,52,0,0.5,0,0,,0.3,52.8,1,1,0
2,2019-04-09 21:14:43,2019-04-09 21:19:42,N,1,181,97,1,.77,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2019-04-13 17:43:13,2019-04-13 17:45:56,N,1,212,182,1,.31,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,2019-04-11 06:39:46,2019-04-11 06:50:33,N,1,74,126,1,2.82,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2019-04-29 22:37:51,2019-04-29 22:41:21,N,1,75,74,1,.83,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-26 15:13:48,2019-04-26 15:21:55,N,1,41,74,1,1.03,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,2019-04-07 15:00:06,2019-04-07 15:06:20,N,1,43,236,1,1.28,6.5,0,0.5,0,0,,0.3,10.05,2,1,2.75
2,2019-04-23 13:47:24,2019-04-23 13:51:12,N,1,40,106,1,.62,4.5,0,0.5,1.32,0,,0.3,6.62,1,1,0
2,2019-04-03 22:48:40,2019-04-03 23:02:36,N,5,242,168,1,5.65,16.6,0,0.5,0,0,,0,17.1,1,2,0
2,2019-04-02 09:39:29,2019-04-02 09:52:25,N,1,43,142,1,2.31,10.5,0,0.5,2.81,0,,0.3,16.86,1,1,2.75
2,2019-04-03 14:08:40,2019-04-03 14:24:55,N,1,198,256,1,2.34,12,0,0.5,0,0,,0.3,12.8,1,1,0
1,2019-04-10 11:13:00,2019-04-10 11:28:21,N,1,166,142,1,2.80,13,2.75,0.5,3.3,0,,0.3,19.85,1,1,2.75
2,2019-04-11 21:56:52,2019-04-11 22:10:20,N,1,97,188,1,3.44,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,0
2,2019-04-20 17:24:34,2019-04-20 17:26:37,N,5,216,216,1,.46,10,0,0,2,0,,0,12,1,2,0
2,2019-04-13 07:35:50,2019-04-13 07:56:09,N,1,243,230,1,9.64,28.5,0,0.5,6.41,0,,0.3,38.46,1,1,2.75
1,2019-04-05 00:08:00,2019-04-05 00:16:43,N,1,195,228,1,1.90,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,0
2,2019-04-20 15:03:30,2019-04-20 15:13:50,N,1,244,42,1,1.81,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,2019-04-09 18:23:13,2019-04-09 18:31:03,N,1,130,215,1,1.29,7,1,0.5,0,0,,0.3,8.8,1,1,0
2,2019-04-06 14:39:29,2019-04-06 14:58:17,N,1,244,152,1,2.53,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,2019-04-03 12:55:31,2019-04-03 13:06:59,N,1,74,75,1,1.56,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,2019-04-16 01:11:34,2019-04-16 01:35:45,N,1,66,7,1,10.84,32,0.5,0.5,0,0,,0.3,33.3,2,1,0
2,2019-04-11 11:54:49,2019-04-11 12:06:13,N,1,48,186,1,1.10,8.5,0,0.5,0,0,,0.3,11.8,2,1,2.5
2,2019-04-11 02:08:32,2019-04-11 02:13:20,N,1,82,129,4,.86,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
1,2019-04-20 02:47:14,2019-04-20 02:50:24,N,1,255,256,1,.80,4.5,0.5,0.5,1.15,0,,0.3,6.95,1,1,0
2,2019-04-05 15:27:12,2019-04-05 15:37:07,N,1,129,138,1,3.08,11.5,0,0.5,3.08,0,,0.3,15.38,1,1,0
2,2019-04-22 13:25:56,2019-04-22 13:30:12,N,1,75,41,6,.67,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-24 18:22:27,2019-04-24 18:33:43,N,1,74,236,1,2.13,10,1,0.5,1.16,0,,0.3,15.71,1,1,2.75
2,2019-04-08 10:02:45,2019-04-08 10:10:16,N,1,25,33,6,1.13,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,2019-04-20 15:47:55,2019-04-20 16:10:08,N,1,41,42,1,3.02,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,2019-04-15 20:03:31,2019-04-15 20:21:08,N,1,66,107,2,5.01,18,0.5,0.5,4.41,0,,0.3,26.46,1,1,2.75
1,2019-04-25 00:27:38,2019-04-25 00:44:33,N,1,66,129,1,8.10,24,0.5,0.5,0,0,,0.3,25.3,2,1,0
1,2019-04-21 00:17:00,2019-04-21 00:44:12,N,5,129,120,1,10.40,45,0,0,0,0,,0,45,3,2,0
2,2019-04-15 16:11:13,2019-04-15 16:25:28,N,1,196,160,1,1.87,10.5,1,0.5,0,0,,0.3,12.3,2,1,0
2,2019-04-29 12:13:11,2019-04-29 12:15:17,N,1,41,41,1,.31,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,2019-04-30 21:14:51,2019-04-30 21:18:08,N,1,41,42,2,.74,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
1,2019-04-10 21:39:00,2019-04-10 21:46:18,N,1,95,196,1,1.30,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-11 13:38:44,2019-04-11 13:57:09,N,1,244,200,1,5.81,19.5,0,0.5,0,2.8,,0.3,23.1,2,1,0
2,2019-04-17 07:06:34,2019-04-17 07:14:38,N,1,74,75,1,1.39,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,2019-04-14 10:38:46,2019-04-14 10:41:54,N,1,41,166,1,.67,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2019-04-22 08:09:06,2019-04-22 08:17:07,N,1,244,238,1,4.08,13,0,0.5,0,0,,0.3,16.55,2,1,2.75
2,2019-04-24 18:42:28,2019-04-24 18:50:31,N,1,43,142,1,2.25,9,1,0.5,0,0,,0.3,13.55,2,1,2.75
2,2019-04-05 17:56:57,2019-04-05 18:06:44,N,1,97,189,1,.41,7,1,0.5,0,0,,0.3,8.8,1,1,0
2,2019-04-06 09:31:32,2019-04-06 09:54:58,N,1,225,226,1,5.13,19.5,0,0.5,4.06,0,,0.3,26.31,1,1,0
2,2019-04-05 09:35:08,2019-04-05 09:48:26,N,1,74,166,1,1.57,10,0,0.5,2,0,,0.3,12.8,1,1,0
2,2019-04-27 14:26:08,2019-04-27 14:30:54,N,1,95,95,1,.92,5.5,0,0.5,1.7,0,,0.3,8,1,1,0
2,2019-04-05 07:01:28,2019-04-05 07:31:27,N,1,166,138,1,8.26,29,0,0.5,8.98,6.12,,0.3,44.9,1,1,0
2,2019-04-14 16:57:00,2019-04-14 17:11:26,N,1,260,138,1,4.01,15,0,0.5,3.16,0,,0.3,18.96,1,1,0
2,2019-04-15 15:26:00,2019-04-15 15:59:02,N,1,97,188,2,3.82,22,0,0.5,0,0,,0.3,22.8,2,1,0
2,2019-04-23 09:56:42,2019-04-23 10:22:53,N,1,145,237,1,3.35,17.5,0,0.5,4.21,0,,0.3,25.26,1,1,2.75
2,2019-04-18 08:35:08,2019-04-18 08:54:30,N,5,131,98,1,3.46,15,0,0,0,0,,0,15,1,2,0
2,2019-04-05 17:56:16,2019-04-05 18:10:29,N,1,33,195,1,1.97,10.5,1,0.5,2,0,,0.3,14.3,1,1,0
2,2019-04-21 18:58:16,2019-04-21 19:06:37,N,1,74,263,1,2.32,9,0,0.5,2.45,0,,0.3,15,1,1,2.75
2,2019-04-26 12:05:27,2019-04-26 12:08:24,N,1,129,260,1,.65,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2019-04-11 17:58:16,2019-04-11 18:03:09,N,1,244,116,1,.79,5.5,1,0.5,0,0,,0.3,7.3,2,1,0
1,2019-04-13 17:23:58,2019-04-13 17:28:32,N,1,126,159,1,.80,5,0,0.5,0,0,,0.3,5.8,2,1,0
1,2019-04-24 21:52:34,2019-04-24 21:56:53,N,1,166,24,1,.60,5,0.5,0.5,1.25,0,,0.3,7.55,1,1,0
2,2019-04-18 11:00:39,2019-04-18 11:28:47,N,1,189,148,1,3.69,18.5,0,0.5,5,0,,0.3,27.05,1,1,2.75
2,2019-04-29 12:37:59,2019-04-29 12:42:39,N,1,225,36,1,.89,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-16 02:18:07,2019-04-16 02:23:39,N,1,95,135,1,1.85,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,0
1,2019-04-08 14:46:28,2019-04-08 15:00:22,N,1,33,49,1,2.00,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,2019-04-18 15:00:55,2019-04-18 15:15:15,N,1,75,262,1,1.27,10,0,0.5,2.71,0,,0.3,16.26,1,1,2.75
2,2019-04-18 21:31:00,2019-04-18 21:45:59,N,1,226,129,5,3.54,14,0.5,0.5,0,0,,0.3,15.3,2,1,0
2,2019-04-27 12:42:20,2019-04-27 12:59:09,N,1,74,141,1,3.17,13.5,0,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2019-04-19 14:43:22,2019-04-19 14:54:00,N,1,95,121,1,2.28,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2019-04-19 00:43:41,2019-04-19 00:49:08,N,1,7,7,1,.87,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
1,2019-04-25 18:37:09,2019-04-25 18:52:38,N,1,185,78,1,2.50,12,1,0.5,0,0,,0.3,13.8,1,1,0
2,2019-04-03 07:06:22,2019-04-03 07:49:20,N,5,171,75,1,10.89,29.62,0,0.5,0,6.12,,0,36.24,1,2,0
2,2019-04-17 09:09:34,2019-04-17 09:24:48,N,1,130,135,1,5.38,18.5,0,0.5,3.86,0,,0.3,23.16,1,1,0
2,2019-04-11 18:05:58,2019-04-11 18:12:50,N,1,7,7,1,1.02,6.5,1,0.5,1,0,,0.3,9.3,1,1,0
1,2019-04-05 19:54:40,2019-04-05 20:27:21,N,1,244,145,1,10.50,32,3.25,0.5,4,0,,0.3,40.05,1,1,2.75
2,2019-04-29 14:18:54,2019-04-29 14:41:16,N,1,248,81,1,7.13,23.5,0,0.5,0,0,,0.3,24.3,1,1,0
2,2019-04-19 08:15:29,2019-04-19 08:26:03,N,1,159,166,1,2.44,10,0,0.5,2.16,0,,0.3,12.96,1,1,0
2,2019-04-02 19:20:31,2019-04-02 19:27:36,N,1,82,129,1,1.13,6.5,1,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-24 14:10:04,2019-04-24 14:34:09,N,1,244,237,1,6.83,24,0,0.5,2,0,,0.3,29.55,1,1,2.75
2,2019-04-08 13:33:53,2019-04-08 13:46:57,N,1,17,61,1,2.00,10,0,0.5,0,0,,0.3,10.8,1,1,0
2,2019-04-01 20:43:24,2019-04-01 20:49:10,N,1,181,106,1,1.25,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1,0
1,2019-04-13 18:09:39,2019-04-13 18:12:14,N,5,56,56,4,.30,8,0,0,0,0,,0,8,2,2,0
1,2019-04-18 10:41:20,2019-04-18 10:52:27,N,1,97,65,1,1.00,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,2019-04-15 07:42:11,2019-04-15 07:56:57,N,1,75,75,1,2.65,12,0,0.5,0,0,,0.3,12.8,2,1,0
2,2019-04-01 11:09:13,2019-04-01 11:16:08,N,1,41,238,1,1.25,7,0,0.5,2.11,0,,0.3,12.66,1,1,2.75
1,2019-04-20 12:30:34,2019-04-20 12:34:19,N,1,129,260,1,.60,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-03 11:04:22,2019-04-03 11:22:35,N,5,14,261,1,5.87,22.57,0,0.5,0,6.12,,0,29.19,1,2,0
2,2019-04-27 00:15:21,2019-04-27 00:22:49,N,1,173,70,1,1.17,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-03 20:02:44,2019-04-03 20:26:45,N,1,95,180,1,4.41,17.5,0.5,0.5,0,0,,0.3,18.8,1,1,0
2,2019-04-27 00:38:12,2019-04-27 00:47:56,N,5,159,247,1,1.91,12,0,0,0,0,,0,12,2,2,0
2,2019-04-29 12:13:43,2019-04-29 12:23:15,N,1,129,173,1,1.25,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,2019-04-26 12:33:41,2019-04-26 12:37:41,N,1,52,52,1,.47,4.5,0,0.5,0.53,0,,0.3,5.83,1,1,0
2,2019-04-15 10:15:55,2019-04-15 10:19:20,N,1,225,225,1,.68,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,2019-04-01 09:06:21,2019-04-01 09:26:14,N,1,174,213,1,6.07,21,0,0.5,0,0,,0.3,21.8,1,1,0
1,2019-04-13 21:12:03,2019-04-13 21:38:06,N,1,33,225,1,4.30,19,0.5,0.5,0,0,,0.3,20.3,2,1,0
1,2019-04-02 13:57:16,2019-04-02 14:32:34,N,1,181,39,1,6.20,26,0,0.5,0,0,,0.3,26.8,1,1,0
2,2019-04-04 22:05:57,2019-04-04 22:08:26,N,1,89,71,5,.62,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
1,2019-04-24 13:10:55,2019-04-24 13:15:07,N,1,116,116,1,.60,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-01 07:46:15,2019-04-01 07:52:14,N,1,18,18,1,1.04,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,2019-04-10 16:31:18,2019-04-10 16:33:25,N,1,75,74,1,.62,4,1,0.5,0,0,,0.3,5.8,2,1,0
2,2019-04-25 10:19:24,2019-04-25 10:56:26,N,1,41,161,1,4.30,24,0,0.5,2,0,,0.3,29.55,1,1,2.75
2,2019-04-27 16:39:37,2019-04-27 16:45:09,N,1,43,238,1,.89,6,0,0.5,1.02,0,,0.3,7.82,1,1,0
2,2019-04-11 13:36:06,2019-04-11 13:48:22,N,1,95,102,1,1.79,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,2019-04-28 17:57:37,2019-04-28 18:06:57,N,1,97,181,1,.76,7.5,0,0.5,2.08,0,,0.3,10.38,1,1,0
2,2019-04-08 20:52:19,2019-04-08 21:02:33,N,1,129,83,1,1.44,8,0.5,0.5,0,0,,0.3,9.3,2,1,0
2,2019-04-05 18:49:09,2019-04-05 19:00:09,N,1,7,7,2,.83,8,1,0.5,1.96,0,,0.3,11.76,1,1,0
2,2019-04-29 18:58:36,2019-04-29 19:04:31,N,1,97,181,1,1.08,6,1,0.5,0,0,,0.3,7.8,2,1,0
2,2019-04-22 12:53:00,2019-04-22 12:55:17,N,1,166,166,1,.58,4,0,0.5,0.96,0,,0.3,5.76,1,1,0
2,2019-04-11 10:43:34,2019-04-11 11:05:05,N,1,7,7,1,3.63,16,0,0.5,0,0,,0.3,16.8,2,1,0
2,2019-04-07 12:58:39,2019-04-07 13:13:29,N,5,33,257,1,4.27,15,0,0.5,0,0,,0,15.5,1,2,0
2,2019-04-04 16:20:30,2019-04-04 16:35:59,N,1,22,123,1,2.24,12,1,0.5,0,0,,0.3,13.8,2,1,0
2,2019-04-16 19:26:51,2019-04-16 19:30:44,N,1,41,41,2,.39,4.5,1,0.5,0,0,,0.3,6.3,2,1,0
2,2019-04-17 20:55:46,2019-04-17 21:00:47,N,1,92,73,1,.72,5,0.5,0.5,1.26,0,,0.3,7.56,1,1,0
