VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-06-12 06:49:11,2020-06-12 06:56:55,2,1.56,1,N,186,161,1,7.5,0,0.5,1.11,0,0.3,11.91,2.5
1,2020-06-03 12:14:27,2020-06-03 12:27:36,1,4.30,1,N,140,148,1,15.5,2.5,0.5,2,0,0.3,20.8,2.5
2,2020-06-15 14:01:59,2020-06-15 14:22:02,1,5.23,1,N,68,74,2,18.5,0,0.5,0,0,0.3,21.8,2.5
2,2020-06-17 09:52:30,2020-06-17 09:52:55,1,.02,1,N,237,237,2,2.5,0,0.5,0,0,0.3,5.8,2.5
2,2020-06-26 13:40:15,2020-06-26 13:50:51,1,2.00,1,N,113,137,1,9.5,0,0.5,3.2,0,0.3,16,2.5
2,2020-06-25 17:14:10,2020-06-25 17:36:54,1,4.17,1,N,261,48,1,18.5,1,0.5,4.56,0,0.3,27.36,2.5
2,2020-06-09 10:00:15,2020-06-09 10:13:32,1,2.79,1,N,170,231,2,12,0,0.5,0,0,0.3,15.3,2.5
1,2020-06-03 13:53:43,2020-06-03 14:03:04,1,1.10,1,N,229,163,2,8,2.5,0.5,0,0,0.3,11.3,2.5
1,2020-06-15 18:40:03,2020-06-15 18:45:42,1,.60,1,N,151,151,1,5.5,1,0.5,1.45,0,0.3,8.75,0
2,2020-06-12 12:08:19,2020-06-12 12:36:27,2,12.52,1,N,231,243,1,37.5,0,0.5,12.24,0,0.3,53.04,2.5
1,2020-06-09 11:03:20,2020-06-09 11:09:08,1,2.30,1,N,211,230,1,8.5,2.5,0.5,1.77,0,0.3,13.57,2.5
1,2020-06-25 09:03:34,2020-06-25 09:23:52,1,6.70,1,N,162,13,1,22,2.5,0.5,5.05,0,0.3,30.35,2.5
,2020-06-12 01:19:26,2020-06-12 01:39:56,,13.16,,,145,177,,32.28,0,0.5,0,0,0.3,33.08,0
,2020-06-11 15:40:11,2020-06-11 15:52:43,,.00,,,230,151,,10.7,0,0.5,1,0,0.3,15,2.5
2,2020-06-18 14:17:46,2020-06-18 14:22:32,1,1.05,1,N,142,239,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-13 22:22:03,2020-06-13 22:31:59,1,1.92,1,N,249,45,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2020-06-04 15:05:14,2020-06-04 15:25:07,2,3.80,1,N,140,24,1,16.5,0,0.5,2,0,0.3,21.8,2.5
2,2020-06-10 11:37:07,2020-06-10 11:42:27,1,1.20,1,N,236,162,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-07 10:44:52,2020-06-07 10:50:31,2,1.90,1,N,237,170,1,7.5,2.5,0.5,2.7,0,0.3,13.5,2.5
2,2020-06-30 16:05:18,2020-06-30 16:10:49,5,1.13,1,N,43,161,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2020-06-25 13:37:13,2020-06-25 13:41:05,1,.62,1,N,137,107,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-06-27 07:21:00,2020-06-27 07:24:16,1,.79,1,N,163,50,2,4.5,0,0.5,0,0,0.3,7.8,2.5
,2020-06-04 19:27:00,2020-06-04 19:29:00,,.14,,,243,243,,12.59,0,0.5,0,0,0.3,13.39,0
2,2020-06-07 19:50:55,2020-06-07 19:59:19,3,1.80,1,N,100,143,1,8,0,0.5,5,0,0.3,18.25,2.5
1,2020-06-09 19:33:26,2020-06-09 19:38:53,1,1.20,1,N,162,186,2,6,3.5,0.5,0,0,0.3,10.3,2.5
2,2020-06-16 08:57:54,2020-06-16 09:07:43,1,1.71,1,N,151,75,1,8.5,0,0.5,1.86,0,0.3,11.16,0
2,2020-06-19 19:34:34,2020-06-19 19:42:24,5,1.30,1,N,137,229,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2020-06-21 16:34:06,2020-06-21 16:55:36,1,4.96,1,N,100,12,2,19,0,0.5,0,0,0.3,22.3,2.5
,2020-06-08 00:18:51,2020-06-08 00:42:09,,16.28,,,17,136,,39.32,0,0.5,0,6.12,0.3,46.24,0
,2020-06-23 22:59:30,2020-06-23 23:24:07,,8.37,,,226,159,,29.51,0,0.5,2.75,0,0.3,33.06,0
1,2020-06-08 15:04:44,2020-06-08 15:22:37,1,4.20,1,N,234,236,1,15.5,2.5,0.5,3.75,0,0.3,22.55,2.5
2,2020-06-10 10:52:01,2020-06-10 10:56:47,1,1.17,1,N,164,161,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-20 17:00:53,2020-06-20 17:07:21,5,1.12,1,N,143,48,1,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-25 18:05:41,2020-06-25 18:37:33,0,6.00,1,N,161,217,1,26,3.5,0.5,6.05,0,0.3,36.35,2.5
1,2020-06-05 16:10:49,2020-06-05 16:27:43,2,1.00,1,N,140,229,1,11.5,3.5,0.5,1.2,0,0.3,17,2.5
1,2020-06-04 12:28:39,2020-06-04 12:39:43,1,1.00,1,N,237,140,1,8.5,2.5,0.5,1.77,0,0.3,13.57,2.5
,2020-06-06 21:32:12,2020-06-06 21:44:34,,.00,,,90,238,,15.2,0.5,0.5,2.85,0,0.3,23.85,2.5
2,2020-06-16 14:31:57,2020-06-16 14:37:11,5,.82,1,N,164,170,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-06-18 19:27:00,2020-06-18 19:27:09,1,.00,1,N,132,264,2,2.5,1,0.5,0,0,0.3,4.3,0
2,2020-06-02 16:56:20,2020-06-02 17:14:49,2,1.78,1,N,137,140,1,12.5,1,0.5,4.2,0,0.3,21,2.5
2,2020-06-17 15:22:04,2020-06-17 15:26:57,5,.55,1,N,170,137,1,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-06-14 12:53:22,2020-06-14 13:30:40,1,8.54,1,N,162,37,2,31.5,0,0.5,0,0,0.3,34.8,2.5
2,2020-06-10 09:09:59,2020-06-10 09:16:04,1,1.37,1,N,142,237,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-08 13:43:50,2020-06-08 13:50:31,1,1.05,1,N,161,48,1,6.5,0,0.5,1,0,0.3,10.8,2.5
2,2020-06-26 19:00:15,2020-06-26 19:24:44,3,13.09,1,N,50,254,1,37,1,0.5,1,0,0.3,42.3,2.5
1,2020-06-17 15:35:38,2020-06-17 15:45:58,1,1.50,1,N,79,234,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
1,2020-06-17 19:48:29,2020-06-17 19:51:46,1,1.20,1,N,141,233,1,5.5,3.5,0.5,0.98,0,0.3,10.78,2.5
2,2020-06-29 16:39:46,2020-06-29 16:50:43,2,1.68,1,N,265,265,1,9.5,1,0.5,0,0,0.3,11.3,0
1,2020-06-04 12:21:07,2020-06-04 12:56:54,1,.00,1,N,140,72,1,34.2,0,0.5,0,0,0.3,35,0
1,2020-06-22 19:09:13,2020-06-22 19:20:20,1,5.20,1,N,170,88,1,16.5,3.5,0.5,3,0,0.3,23.8,2.5
2,2020-06-03 10:33:58,2020-06-03 10:39:32,1,.81,1,N,237,237,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
1,2020-06-24 17:06:17,2020-06-24 17:39:03,1,5.10,1,N,246,256,1,24.5,3.5,0.5,5.75,0,0.3,34.55,2.5
2,2020-06-09 16:42:49,2020-06-09 16:51:43,1,1.15,1,N,163,50,2,7.5,1,0.5,0,0,0.3,11.8,2.5
1,2020-06-23 13:18:46,2020-06-23 13:42:15,1,4.50,1,N,97,170,2,19,2.5,0.5,0,0,0.3,22.3,2.5
2,2020-06-26 06:07:07,2020-06-26 06:11:07,1,.78,1,N,170,161,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,2020-06-19 12:24:43,2020-06-19 12:32:54,4,.76,1,N,161,100,2,7,0,0.5,0,0,0.3,10.3,2.5
1,2020-06-10 14:37:31,2020-06-10 14:42:16,1,.80,1,N,236,263,1,5.5,2.5,0.5,1.2,0,0.3,10,2.5
1,2020-06-24 08:38:07,2020-06-24 08:46:41,1,1.60,1,N,170,114,1,8,3.5,0.5,2,0,0.3,14.3,2.5
1,2020-06-25 00:47:09,2020-06-25 01:04:12,1,6.10,1,N,186,17,2,19.5,3,0.5,0,0,0.3,23.3,2.5
2,2020-06-02 13:03:30,2020-06-02 13:08:02,3,1.23,1,N,234,90,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
1,2020-06-12 19:19:17,2020-06-12 19:29:19,0,2.80,1,N,140,137,1,11,3.5,0.5,3.05,0,0.3,18.35,2.5
,2020-06-05 10:54:48,2020-06-05 11:03:31,,1.60,,,239,230,,8.5,0,0.5,1.18,0,0.3,12.98,2.5
2,2020-06-01 11:19:34,2020-06-01 11:27:39,2,1.10,1,N,166,74,2,7,0,0.5,0,0,0.3,7.8,0
2,2020-06-30 06:21:05,2020-06-30 06:26:14,1,1.32,1,N,186,161,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-18 17:52:16,2020-06-18 17:59:22,1,1.54,1,N,233,234,1,7,1,0.5,2.26,0,0.3,13.56,2.5
1,2020-06-30 12:28:05,2020-06-30 12:31:18,1,.60,1,N,239,142,1,4.5,2.5,0.5,1.95,0,0.3,9.75,2.5
1,2020-06-25 21:08:35,2020-06-25 21:12:23,1,.50,1,N,186,186,1,4.5,0.5,0.5,3,0,0.3,8.8,0
1,2020-06-30 19:14:22,2020-06-30 19:19:46,2,1.10,1,N,107,164,3,6.5,3.5,0.5,0,0,0.3,10.8,2.5
1,2020-06-07 22:57:49,2020-06-07 23:14:16,1,8.40,4,N,132,265,2,30,0.5,0.5,0,0,0.3,31.3,0
2,2020-06-18 18:08:07,2020-06-18 18:43:36,1,7.20,1,N,100,65,2,27.5,1,0.5,0,0,0.3,31.8,2.5
2,2020-06-21 20:10:03,2020-06-21 20:27:30,2,2.92,1,N,249,137,1,14,0.5,0.5,4.45,0,0.3,22.25,2.5
,2020-06-04 11:05:00,2020-06-04 11:20:00,,8.03,,,233,179,,19.18,0,0.5,2.75,6.12,0.3,28.85,0
,2020-06-01 17:53:00,2020-06-01 18:05:00,,2.67,,,227,22,,8.18,0,0.5,2.75,0,0.3,11.73,0
1,2020-06-15 09:35:01,2020-06-15 09:42:48,1,.70,1,N,141,43,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,2020-06-11 08:08:00,2020-06-11 08:12:13,1,1.60,1,N,163,90,1,6.5,2.5,0.5,1,0,0.3,10.8,2.5
2,2020-06-05 11:19:01,2020-06-05 11:27:35,1,2.52,1,N,48,141,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2020-06-26 08:00:50,2020-06-26 08:08:36,1,.97,1,N,236,140,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-06-26 17:29:45,2020-06-26 17:42:34,1,2.40,1,N,170,236,1,11.5,2.5,0.5,3.7,0,0.3,18.5,2.5
2,2020-06-19 08:26:18,2020-06-19 08:47:01,1,4.63,1,N,75,50,1,17,0,0.5,4.06,0,0.3,24.36,2.5
1,2020-06-18 10:55:12,2020-06-18 11:07:56,1,2.30,1,N,262,237,1,10.5,2.5,0.5,0.69,0,0.3,14.49,2.5
2,2020-06-14 08:24:43,2020-06-14 08:28:12,1,1.61,1,N,137,141,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-16 10:36:18,2020-06-16 10:46:15,1,2.25,1,N,236,143,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2020-06-01 11:57:43,2020-06-01 12:05:50,5,1.33,1,N,238,238,2,7.5,0,0.5,0,0,0.3,10.8,2.5
,2020-06-21 21:34:00,2020-06-21 21:57:00,,8.14,,,241,75,,39.45,0,0.5,2.75,0,0.3,43,0
2,2020-06-15 07:06:53,2020-06-15 07:16:29,1,5.05,1,N,194,82,1,16,0,0.5,2.29,6.12,0.3,25.21,0
2,2020-06-11 06:37:30,2020-06-12 05:50:18,1,1.80,1,N,140,75,2,10,0,0.5,0,0,0.3,13.3,2.5
2,2020-06-18 10:36:13,2020-06-18 10:53:49,1,3.18,1,N,238,42,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5
,2020-06-20 16:33:14,2020-06-20 17:14:45,,19.36,,,68,210,,35.35,0,0.5,2.75,6.12,0.3,45.02,0
1,2020-06-18 17:23:39,2020-06-18 17:31:26,1,1.00,1,N,74,74,2,6,1,0.5,0,0,0.3,7.8,0
2,2020-06-20 22:02:52,2020-06-20 22:12:34,1,2.11,1,N,239,48,1,9.5,0.5,0.5,3.32,0,0.3,16.62,2.5
2,2020-06-04 09:06:56,2020-06-04 09:11:30,1,.98,1,N,166,151,1,5.5,0,0.5,2,0,0.3,8.3,0
1,2020-06-21 14:00:41,2020-06-21 14:04:46,3,1.00,1,N,24,238,1,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2020-06-07 12:56:24,2020-06-07 13:18:26,1,7.70,1,N,186,80,1,24,0,0.5,5.46,0,0.3,32.76,2.5
2,2020-06-21 13:51:33,2020-06-21 13:53:33,1,.53,1,N,236,263,2,3.5,0,0.5,0,0,0.3,6.8,2.5
1,2020-06-17 07:36:36,2020-06-17 07:43:06,1,.60,1,N,237,140,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5
2,2020-06-17 19:52:12,2020-06-17 19:58:44,1,1.58,1,N,141,163,1,7,1,0.5,3,0,0.3,14.3,2.5
2,2020-06-18 07:09:53,2020-06-18 07:16:57,1,1.38,1,N,262,75,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-13 16:47:17,2020-06-13 16:51:29,3,.71,1,N,24,166,2,5,0,0.5,0,0,0.3,5.8,0
2,2020-06-30 18:42:59,2020-06-30 18:46:54,1,.66,1,N,238,238,1,4.5,1,0.5,2.2,0,0.3,11,2.5
2,2020-06-25 09:41:16,2020-06-25 09:50:25,2,1.43,1,N,236,238,1,8,0,0.5,2.26,0,0.3,13.56,2.5
1,2020-06-17 14:22:06,2020-06-17 14:27:06,0,.90,1,N,48,48,1,5.5,3,0.5,1.5,0,0.3,10.8,2.5
,2020-06-06 12:52:00,2020-06-06 13:01:00,,2.34,,,252,53,,8,0,0.5,2.75,6.12,0.3,17.67,0
1,2020-06-19 09:35:15,2020-06-19 09:41:47,1,.70,1,N,236,262,2,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2020-06-11 17:56:42,2020-06-11 18:16:33,1,5.96,1,N,137,166,1,20.5,1,0.5,4.96,0,0.3,29.76,2.5
2,2020-06-22 14:52:36,2020-06-22 15:07:06,1,2.54,1,N,231,164,2,12.5,0,0.5,0,0,0.3,15.8,2.5
1,2020-06-22 17:42:12,2020-06-22 18:00:06,0,3.20,1,N,125,45,2,15,3.5,0.5,0,0,0.3,19.3,2.5
1,2020-06-02 09:09:44,2020-06-02 09:12:49,1,1.20,1,N,75,141,1,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-26 15:56:48,2020-06-26 16:14:46,1,3.01,1,N,141,74,1,13.5,0,0.5,0,0,0.3,16.8,2.5
1,2020-06-13 22:28:43,2020-06-13 22:32:52,2,1.00,1,N,138,129,1,5,0.5,0.5,1.25,0,0.3,7.55,0
2,2020-06-14 01:45:02,2020-06-14 01:49:11,1,1.61,1,N,48,68,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020-06-12 13:00:36,2020-06-12 13:04:48,1,.72,1,N,79,79,2,5,0,0.5,0,0,0.3,8.3,2.5
1,2020-06-03 12:46:56,2020-06-03 12:49:59,1,.20,1,N,151,151,4,4,0,0.5,0,0,0.3,4.8,0
2,2020-06-15 12:52:11,2020-06-15 12:56:13,4,.65,1,N,236,262,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-06-12 12:15:03,2020-06-12 12:32:09,1,2.07,1,N,141,161,2,12.5,0,0.5,0,0,0.3,15.8,2.5
1,2020-06-03 13:23:01,2020-06-03 13:27:34,1,.70,1,N,79,137,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-16 12:48:19,2020-06-16 12:55:25,6,1.03,1,N,113,79,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-06-04 14:07:26,2020-06-04 14:11:44,1,.51,1,N,238,238,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-06-27 18:46:48,2020-06-27 18:49:59,1,.93,1,N,163,161,1,5,0,0.5,2.08,0,0.3,10.38,2.5
1,2020-06-01 13:56:17,2020-06-01 14:02:52,1,1.60,1,N,141,236,4,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2020-06-11 18:52:42,2020-06-11 18:59:20,1,1.40,1,N,263,140,1,7,3.5,0.5,2.8,0,0.3,14.1,2.5
1,2020-06-18 10:17:03,2020-06-18 10:28:09,0,1.90,1,N,48,237,1,9,2.5,0.5,3.65,0,0.3,15.95,2.5
2,2020-06-29 19:08:48,2020-06-29 19:39:35,2,6.75,1,N,263,129,1,25,1,0.5,2,0,0.3,31.3,2.5
2,2020-06-24 12:07:23,2020-06-24 12:16:55,1,1.72,1,N,113,231,1,8.5,0,0.5,2.95,0,0.3,14.75,2.5
2,2020-06-19 19:01:08,2020-06-19 19:04:18,1,1.27,1,N,263,140,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-28 09:26:42,2020-06-28 09:30:20,1,.62,1,N,79,148,2,4.5,0,0.5,0,0,0.3,7.8,2.5
1,2020-06-23 16:20:25,2020-06-23 16:48:59,1,4.10,1,N,231,256,2,21,3.5,0.5,0,0,0.3,25.3,2.5
,2020-06-04 04:32:00,2020-06-04 04:58:00,,14.94,,,182,231,,37.79,0,0.5,0,0,0.3,38.59,0
1,2020-06-22 16:28:26,2020-06-22 16:30:57,1,.40,1,Y,142,239,2,4,3.5,0.5,0,0,0.3,8.3,2.5
2,2020-06-11 14:02:02,2020-06-11 14:15:46,1,2.95,1,N,75,159,2,11.5,0,0.5,0,0,0.3,12.3,0
1,2020-06-29 16:39:49,2020-06-29 17:03:30,1,3.30,1,N,97,37,1,16.5,1,0.5,2,0,0.3,20.3,0
2,2020-06-26 13:33:57,2020-06-26 13:40:32,1,.82,1,N,48,186,1,6,0,0.5,1.86,0,0.3,11.16,2.5
1,2020-06-25 15:52:37,2020-06-25 16:03:56,1,2.60,1,N,236,24,2,10.5,2.5,0.5,0,0,0.3,13.8,2.5
2,2020-06-18 18:13:52,2020-06-18 18:21:33,1,1.62,1,N,237,262,2,8,1,0.5,0,0,0.3,12.3,2.5
2,2020-06-21 15:26:46,2020-06-21 15:33:01,2,.67,1,N,263,236,1,6,0,0.5,2.32,0,0.3,11.62,2.5
2,2020-06-02 11:20:57,2020-06-02 11:34:58,1,2.43,1,N,142,262,1,11.5,0,0.5,1.2,0,0.3,16,2.5
1,2020-06-09 11:15:40,2020-06-09 11:36:11,1,4.00,1,N,263,234,1,16,2.5,0.5,3.85,0,0.3,23.15,2.5
1,2020-06-09 09:08:10,2020-06-09 09:21:07,1,1.20,1,N,140,237,3,9.5,2.5,0.5,0,0,0.3,12.8,2.5
2,2020-06-29 12:31:59,2020-06-29 12:40:55,3,1.28,1,N,74,41,2,7.5,0,0.5,0,0,0.3,8.3,0
1,2020-06-16 08:13:05,2020-06-16 08:19:05,2,1.00,1,N,161,229,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
2,2020-06-22 19:46:08,2020-06-22 20:10:59,2,10.61,1,N,152,259,2,32.5,1,0.5,0,0,0.3,34.3,0
1,2020-06-07 16:05:38,2020-06-07 16:32:49,1,18.90,2,N,132,75,2,52,0,0.5,0,6.12,0.3,58.92,0
2,2020-06-18 17:41:42,2020-06-18 17:46:21,1,1.65,1,N,68,48,1,7,1,0.5,2,0,0.3,13.3,2.5
1,2020-06-11 17:51:06,2020-06-11 18:09:37,2,3.30,1,N,113,261,1,14,3.5,0.5,3.65,0,0.3,21.95,2.5
2,2020-06-17 23:08:16,2020-06-17 23:16:34,6,1.41,1,N,162,186,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020-06-30 13:13:36,2020-06-30 13:41:23,1,4.40,1,N,151,170,1,20,2.5,0.5,5.8,0,0.3,29.1,2.5
2,2020-06-05 08:36:58,2020-06-05 08:42:21,1,.99,1,N,144,79,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-14 20:26:42,2020-06-14 20:28:51,6,1.01,1,N,239,238,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2020-06-02 06:51:25,2020-06-02 06:57:39,4,1.54,1,N,114,87,2,7,0,0.5,0,0,0.3,10.3,2.5
1,2020-06-08 15:02:34,2020-06-08 15:19:51,1,3.80,1,N,233,238,1,14.5,2.5,0.5,4,0,0.3,21.8,2.5
2,2020-06-10 15:54:19,2020-06-10 16:01:27,1,1.86,1,N,161,236,1,8,0,0.5,0.7,0,0.3,12,2.5
2,2020-06-26 17:57:57,2020-06-26 18:00:52,1,.36,1,N,239,239,1,4,1,0.5,1.66,0,0.3,9.96,2.5
1,2020-06-19 14:59:00,2020-06-19 15:06:50,2,1.80,1,N,90,170,1,8,2.5,0.5,2.25,0,0.3,13.55,2.5
1,2020-06-26 06:43:48,2020-06-26 06:47:48,0,1.60,1,N,233,140,1,6.5,2.5,0.5,1,0,0.3,10.8,2.5
,2020-06-02 22:26:32,2020-06-02 22:39:07,,7.80,,,137,119,,21.46,0,0.5,0,0,0.3,24.76,2.5
2,2020-06-12 20:53:04,2020-06-12 20:58:20,2,1.05,1,N,163,142,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
,2020-06-19 14:19:00,2020-06-19 15:31:00,,21.96,,,51,106,,73.83,0,0.5,2.75,6.12,0.3,83.5,0
2,2020-06-13 07:49:13,2020-06-13 07:53:25,1,.95,1,N,170,234,2,5,0,0.5,0,0,0.3,8.3,2.5
,2020-06-10 06:54:00,2020-06-10 07:23:00,,14.16,,,164,215,,32.94,0,0.5,2.75,6.12,0.3,42.61,0
2,2020-06-05 17:27:03,2020-06-05 17:29:48,1,.56,1,N,239,238,2,4.5,1,0.5,0,0,0.3,8.8,2.5
1,2020-06-16 16:40:31,2020-06-16 16:44:10,1,.90,1,N,186,230,2,5,3.5,0.5,0,0,0.3,9.3,2.5
1,2020-06-30 23:06:35,2020-06-30 23:28:10,1,5.80,1,N,249,41,1,20,3,0.5,0,0,0.3,23.8,2.5
2,2020-06-29 22:20:16,2020-06-29 22:56:20,4,11.46,1,N,137,182,1,37,0.5,0.5,8.16,0,0.3,48.96,2.5
2,2020-06-28 17:00:30,2020-06-28 17:13:35,2,2.39,1,N,249,170,1,11,0,0.5,1.72,0,0.3,16.02,2.5
2,2020-06-22 11:33:47,2020-06-22 11:43:52,1,2.64,1,N,238,237,2,10.5,0,0.5,0,0,0.3,13.8,2.5
1,2020-06-24 20:55:52,2020-06-24 21:05:45,1,2.00,1,N,249,87,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,2020-06-28 14:45:47,2020-06-28 14:51:17,1,1.06,1,N,100,234,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-01 10:54:35,2020-06-01 10:59:38,1,1.44,1,N,236,142,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
2,2020-06-19 17:43:10,2020-06-19 18:13:27,1,9.41,2,N,264,141,1,52,4.5,0.5,5.98,0,0.3,65.78,2.5
2,2020-06-01 16:38:17,2020-06-01 16:40:14,1,.38,1,N,113,234,2,3.5,1,0.5,0,0,0.3,7.8,2.5
1,2020-06-03 08:51:23,2020-06-03 09:06:46,1,3.70,1,N,262,166,2,14,2.5,0.5,0,0,0.3,17.3,2.5
2,2020-06-30 05:42:28,2020-06-30 05:55:42,1,4.25,1,N,186,151,1,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2020-06-13 11:20:35,2020-06-13 11:31:52,2,2.29,1,N,79,186,1,10,0,0.5,3.32,0,0.3,16.62,2.5
2,2020-06-19 18:15:09,2020-06-19 18:24:45,1,2.47,1,N,113,48,1,10,1,0.5,3.58,0,0.3,17.88,2.5
1,2020-06-27 12:49:44,2020-06-27 12:54:01,1,.80,1,N,246,186,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-06-13 12:22:58,2020-06-13 12:41:31,2,4.99,1,N,229,129,1,18,0,0.5,4.26,0,0.3,25.56,2.5
2,2020-06-14 01:09:29,2020-06-14 01:19:44,1,1.33,1,N,74,42,2,8.5,0.5,0.5,0,0,0.3,9.8,0
1,2020-06-17 16:24:34,2020-06-17 16:31:05,1,1.50,1,N,68,68,1,7.5,3.5,0.5,0.59,0,0.3,12.39,2.5
2,2020-06-17 11:30:56,2020-06-17 11:37:56,1,2.76,1,N,262,233,2,10,0,0.5,0,0,0.3,13.3,2.5
2,2020-06-29 15:28:52,2020-06-29 15:29:08,1,.00,1,N,193,193,3,-2.5,0,-0.5,-0.66,0,-0.3,-3.96,0
2,2020-06-27 12:31:47,2020-06-27 12:38:15,1,1.50,1,N,229,263,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,2020-06-22 15:35:19,2020-06-22 15:56:09,3,4.15,1,N,100,234,2,17,0,0.5,0,0,0.3,20.3,2.5
2,2020-06-16 07:10:01,2020-06-16 07:13:33,1,.94,1,N,236,75,1,5,0,0.5,1.66,0,0.3,9.96,2.5
1,2020-06-28 20:29:20,2020-06-28 20:37:37,2,1.80,1,N,186,50,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
2,2020-06-16 19:25:48,2020-06-16 19:34:32,2,1.40,1,N,48,229,1,7.5,1,0.5,2.95,0,0.3,14.75,2.5
2,2020-06-18 18:08:54,2020-06-18 18:13:46,1,1.34,1,N,233,224,2,6,1,0.5,0,0,0.3,10.3,2.5
,2020-06-21 04:35:05,2020-06-21 04:57:30,,10.12,,,68,89,,40.08,0,0,0,6.12,0.3,46.5,0
2,2020-06-12 08:56:07,2020-06-12 09:04:08,1,2.26,1,N,229,75,2,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-06-17 13:10:19,2020-06-17 13:17:29,2,1.09,1,N,75,75,2,6.5,0,0.5,0,0,0.3,7.3,0
1,2020-06-17 16:59:21,2020-06-17 17:12:45,0,3.50,1,N,229,232,1,13,3.5,0.5,3.45,0,0.3,20.75,2.5
,2020-06-23 12:24:00,2020-06-23 12:55:00,,5.34,,,181,76,,32.45,0,0.5,2.75,0,0.3,36,0
2,2020-06-30 15:50:29,2020-06-30 16:25:27,1,4.72,1,N,143,143,1,23.5,0,0.5,4.02,0,0.3,30.82,2.5
2,2020-06-05 14:19:30,2020-06-05 14:28:34,1,2.44,1,N,142,151,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
2,2020-06-10 21:53:48,2020-06-10 22:05:00,1,2.87,1,N,238,152,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
1,2020-06-10 09:54:59,2020-06-10 10:12:34,1,2.60,1,N,140,239,1,13,2.5,0.5,3.25,0,0.3,19.55,2.5
1,2020-06-16 17:49:54,2020-06-16 17:53:47,1,1.00,1,N,234,158,1,5,3.5,0.5,1,0,0.3,10.3,2.5
2,2020-06-15 19:51:55,2020-06-15 19:58:03,1,1.46,1,N,237,75,2,7,1,0.5,0,0,0.3,11.3,2.5
1,2020-06-09 09:15:11,2020-06-09 09:20:46,1,.90,1,N,238,75,1,6,0,0.5,1.02,0,0.3,7.82,0
2,2020-06-22 15:34:05,2020-06-22 15:42:24,1,1.14,1,N,79,249,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-06-23 13:45:32,2020-06-23 14:25:14,1,8.09,1,N,75,231,2,33,0,0.5,0,0,0.3,36.3,2.5
