VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2020-06-25 23:35:28,2020-06-25 23:50:08,1,2.00,1,N,263,140,2,12,3,0.5,0,0,0.3,15.8,2.5
2,2020-06-27 18:22:22,2020-06-27 18:27:05,1,1.20,1,N,186,50,1,6,0,0.5,2.32,0,0.3,11.62,2.5
2,2020-06-21 11:02:37,2020-06-21 11:10:34,1,2.02,1,N,234,50,2,8.5,0,0.5,0,0,0.3,11.8,2.5
2,2020-06-22 11:19:07,2020-06-22 11:22:24,1,.74,1,N,263,236,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,2020-06-09 17:25:00,2020-06-09 17:51:35,1,4.40,1,N,186,66,1,19,2.5,0.5,4.45,0,0.3,26.75,2.5
2,2020-06-24 16:34:16,2020-06-24 16:54:37,2,3.34,1,N,114,170,2,14,1,0.5,0,0,0.3,18.3,2.5
1,2020-06-20 13:50:22,2020-06-20 13:57:08,1,2.30,1,N,48,238,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
2,2020-06-26 19:41:46,2020-06-26 20:17:38,1,20.38,2,N,264,264,2,52,4.5,0.5,0,6.12,0.3,65.92,2.5
2,2020-06-29 17:58:44,2020-06-29 18:10:38,1,2.23,1,N,24,43,1,10.5,1,0.5,2,0,0.3,16.8,2.5
1,2020-06-26 19:45:07,2020-06-26 19:55:15,1,1.50,1,N,151,239,1,9,3.5,0.5,2,0,0.3,15.3,2.5
1,2020-06-26 15:54:21,2020-06-26 16:06:00,1,.00,1,N,148,148,1,9.2,0,0.5,0,0,0.3,10,0
2,2020-06-15 18:43:10,2020-06-15 19:00:51,1,7.76,1,N,70,75,1,23.5,1,0.5,0.01,6.12,0.3,31.43,0
2,2020-06-25 07:40:17,2020-06-25 07:48:16,1,1.47,1,N,237,142,1,7.5,0,0.5,2,0,0.3,12.8,2.5
,2020-06-02 15:20:00,2020-06-02 15:48:00,,13.07,,,141,95,,30.49,0,0.5,2.75,6.12,0.3,40.16,0
1,2020-06-22 13:52:08,2020-06-22 14:02:47,0,2.10,1,N,163,224,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
2,2020-06-10 15:10:17,2020-06-10 15:14:15,1,.67,1,N,97,97,1,5,0,0.5,1.45,0,0.3,7.25,0
2,2020-06-14 10:41:43,2020-06-14 10:55:10,1,9.26,1,N,238,212,1,26,0,0.5,5.36,0,0.3,32.16,0
2,2020-06-17 19:19:33,2020-06-17 19:30:37,2,5.98,1,N,209,141,1,17.5,1,0.5,2,0,0.3,23.8,2.5
2,2020-06-22 16:19:57,2020-06-22 16:25:10,1,1.09,1,N,41,42,2,6,1,0.5,0,0,0.3,7.8,0
2,2020-06-30 07:34:48,2020-06-30 07:49:11,1,1.48,1,N,186,137,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
1,2020-06-24 12:04:57,2020-06-24 12:09:40,0,.60,1,N,79,113,2,5,2.5,0.5,0,0,0.3,8.3,2.5
2,2020-06-05 19:30:41,2020-06-05 19:33:43,1,.71,1,N,143,48,1,4.5,1,0.5,1,0,0.3,9.8,2.5
2,2020-06-11 18:49:22,2020-06-11 18:53:29,1,1.12,1,N,233,170,2,5.5,1,0.5,0,0,0.3,9.8,2.5
2,2020-06-08 16:39:53,2020-06-08 16:53:27,1,3.75,1,N,236,113,2,13.5,1,0.5,0,0,0.3,17.8,2.5
2,2020-06-05 14:18:24,2020-06-05 14:28:52,2,2.10,1,N,146,140,1,10,0,0.5,5,0,0.3,18.3,2.5
1,2020-06-27 03:10:06,2020-06-27 03:18:02,0,1.70,1,Y,249,231,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,2020-06-13 14:50:55,2020-06-13 15:05:07,4,3.82,1,N,114,142,1,14,0,0.5,4.32,0,0.3,21.62,2.5
2,2020-06-30 18:36:14,2020-06-30 18:41:15,1,.88,1,N,186,48,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
,2020-06-15 01:22:34,2020-06-15 01:47:54,,7.17,,,137,225,,18.22,0,0.5,0,0,0.3,21.52,2.5
2,2020-06-02 23:33:33,2020-06-02 23:39:43,1,.03,1,N,75,75,2,5.5,0.5,0.5,0,0,0.3,6.8,0
1,2020-06-02 16:14:29,2020-06-02 16:23:08,1,2.30,1,N,140,170,1,9.5,3.5,0.5,2.75,0,0.3,16.55,2.5
2,2020-06-21 07:37:21,2020-06-21 07:47:34,1,5.04,1,N,166,246,2,15.5,0,0.5,0,0,0.3,18.8,2.5
2,2020-06-10 09:04:31,2020-06-10 09:12:15,1,1.20,1,N,90,107,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
,2020-06-12 06:14:00,2020-06-12 06:37:00,,7.66,,,116,137,,24.6,0,0.5,0,0,0.3,27.9,2.5
1,2020-06-24 17:17:27,2020-06-24 17:21:21,2,.80,1,N,142,48,1,5,3.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-06-18 14:18:12,2020-06-18 14:22:27,1,1.00,1,N,238,236,3,5.5,0,0.5,0,0,0.3,6.3,0
,2020-06-05 01:37:36,2020-06-05 01:50:48,,4.45,,,261,37,,20.66,0,0.5,0,0,0.3,21.46,0
1,2020-06-27 00:01:10,2020-06-27 00:32:11,1,12.20,1,N,87,244,1,37.5,3,0.5,8.25,0,0.3,49.55,2.5
2,2020-06-25 06:39:50,2020-06-25 06:45:49,1,.89,1,N,162,230,1,6,0,0.5,2,0,0.3,11.3,2.5
2,2020-06-13 16:44:46,2020-06-13 16:53:29,1,1.95,1,N,186,79,2,8.5,0,0.5,0,0,0.3,11.8,2.5
,2020-06-03 10:37:00,2020-06-03 10:54:00,,4.74,,,140,112,,11.19,0,0.5,2.75,0,0.3,14.74,0
1,2020-06-09 09:42:33,2020-06-09 09:44:42,1,.40,1,N,233,229,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
1,2020-06-30 16:40:06,2020-06-30 16:53:35,1,2.60,1,N,237,107,1,11.5,3.5,0.5,1.5,0,0.3,17.3,2.5
,2020-06-14 23:28:16,2020-06-14 23:44:17,,9.18,,,82,191,,24.68,0,0.5,0,0,0.3,25.48,0
1,2020-06-22 13:26:14,2020-06-22 13:31:38,0,.80,1,N,162,161,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-06-25 12:22:47,2020-06-25 12:26:25,1,.80,1,N,237,236,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
1,2020-06-25 14:19:11,2020-06-25 14:29:58,1,1.20,1,N,74,263,2,8.5,0,0.5,0,0,0.3,9.3,0
2,2020-06-15 11:49:35,2020-06-15 11:54:17,1,.72,1,N,75,236,2,5,0,0.5,0,0,0.3,5.8,0
,2020-06-09 22:58:50,2020-06-09 23:18:06,,5.86,,,137,41,,18.18,0,0.5,0,0,0.3,21.48,2.5
1,2020-06-18 17:10:57,2020-06-18 17:19:10,1,1.40,1,N,236,262,1,7.5,3.5,0.5,2.35,0,0.3,14.15,2.5
2,2020-06-14 20:28:10,2020-06-14 20:38:16,1,1.87,1,N,263,140,1,9.5,0.5,0.5,3.33,0,0.3,16.63,2.5
2,2020-06-12 20:56:21,2020-06-12 21:04:44,1,2.48,1,N,230,113,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
,2020-06-03 04:24:00,2020-06-03 04:55:00,,21.33,,,117,260,,55.96,0,0.5,0,2.29,0.3,59.05,0
2,2020-06-13 19:45:50,2020-06-13 19:52:15,1,1.21,1,N,142,43,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020-06-18 15:27:32,2020-06-18 15:34:07,1,1.88,1,N,162,113,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,2020-06-19 17:09:50,2020-06-19 17:17:48,1,1.93,1,N,161,236,2,8,1,0.5,0,0,0.3,12.3,2.5
2,2020-06-25 18:39:01,2020-06-25 18:59:45,1,7.20,1,N,161,33,1,23,1,0.5,8.19,0,0.3,35.49,2.5
1,2020-06-22 10:50:05,2020-06-22 10:57:11,1,1.30,1,N,41,152,1,7,0,0.5,1.55,0,0.3,9.35,0
2,2020-06-11 16:49:06,2020-06-11 16:54:13,1,1.15,1,N,229,140,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2020-06-10 06:48:01,2020-06-10 06:53:36,1,.94,1,N,238,75,2,6,0,0.5,0,0,0.3,6.8,0
1,2020-06-12 16:59:55,2020-06-12 17:03:54,1,.40,1,N,239,238,1,4.5,3.5,0.5,1.32,0,0.3,10.12,2.5
1,2020-06-13 16:52:28,2020-06-13 17:37:31,1,18.20,1,N,100,191,1,54,2.5,0.5,5,0,0.3,62.3,2.5
2,2020-06-21 10:41:33,2020-06-21 10:58:56,1,7.81,1,N,263,261,2,24.5,0,0.5,0,0,0.3,27.8,2.5
1,2020-06-11 13:43:15,2020-06-11 13:50:32,1,1.50,1,N,142,236,3,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,2020-06-29 08:24:13,2020-06-29 08:30:58,1,.97,1,N,170,186,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
1,2020-06-18 09:15:50,2020-06-18 09:21:19,1,.80,1,N,238,239,1,5.5,2.5,0.5,1.76,0,0.3,10.56,2.5
1,2020-06-10 09:47:05,2020-06-10 10:14:33,1,9.30,1,N,186,69,2,30.5,2.5,0.5,0,0,0.3,33.8,2.5
2,2020-06-24 10:48:41,2020-06-24 11:05:33,1,7.67,1,N,48,243,2,23.5,0,0.5,0,0,0.3,26.8,2.5
1,2020-06-30 17:51:40,2020-06-30 18:04:50,1,2.10,1,N,141,170,1,11,3.5,0.5,3.05,0,0.3,18.35,2.5
2,2020-06-25 06:33:02,2020-06-25 06:35:45,1,.94,1,N,186,234,1,5,0,0.5,1,0,0.3,9.3,2.5
2,2020-06-30 17:11:24,2020-06-30 17:26:38,1,3.30,1,N,162,68,1,13,1,0.5,3.46,0,0.3,20.76,2.5
1,2020-06-14 16:19:33,2020-06-14 16:31:59,2,2.10,1,N,24,41,2,9.5,0,0.5,0,0,0.3,10.3,0
1,2020-06-12 11:57:05,2020-06-12 12:09:27,1,.00,1,N,42,152,1,11.2,0,0.5,0,0,0.3,12,0
2,2020-06-10 14:51:01,2020-06-10 14:54:08,1,.46,1,N,68,158,1,4,0,0.5,1.25,0,0.3,8.55,2.5
